file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
SRR12626352.filt_2P.fq	FASTQ	DNA	2156053	291363134	36	135.1	151
SRR12628472.filt_1P.fq	FASTQ	DNA	1510965	219805298	36	145.5	151
SRR12628472.filt_2P.fq	FASTQ	DNA	1510965	208996370	36	138.3	151
SRR12633875.filt_1P.fq	FASTQ	DNA	648495	150509742	36	232.1	251
SRR12633875.filt_2P.fq	FASTQ	DNA	648495	145076454	36	223.7	251
SRR12634137.filt_1P.fq	FASTQ	DNA	936195	213553218	36	228.1	251
SRR12634137.filt_2P.fq	FASTQ	DNA	936195	200470432	36	214.1	251
SRR12641660.filt_1P.fq	FASTQ	DNA	789974	184709753	36	233.8	251
SRR12641660.filt_2P.fq	FASTQ	DNA	789974	173210660	36	219.3	251
SRR12672221.filt_1P.fq	FASTQ	DNA	898746	129335539	36	143.9	151
SRR12672221.filt_2P.fq	FASTQ	DNA	898746	128348737	36	142.8	151
SRR12684592.filt_1P.fq	FASTQ	DNA	1020198	149760708	36	146.8	151
SRR12684592.filt_2P.fq	FASTQ	DNA	1020198	145923339	36	143.0	151
SRR12684593.filt_1P.fq	FASTQ	DNA	960718	140196834	36	145.9	151
SRR12684593.filt_2P.fq	FASTQ	DNA	960718	137154150	36	142.8	151
SRR12684670.filt_1P.fq	FASTQ	DNA	1620485	238528008	36	147.2	151
SRR12684670.filt_2P.fq	FASTQ	DNA	1620485	232306908	36	143.4	151
SRR12684757.filt_1P.fq	FASTQ	DNA	898017	130992412	36	145.9	151
SRR12684757.filt_2P.fq	FASTQ	DNA	898017	127215523	36	141.7	151
SRR12684857.filt_1P.fq	FASTQ	DNA	1484963	216446437	36	145.8	151
SRR12684857.filt_2P.fq	FASTQ	DNA	1484963	208656996	36	140.5	151
SRR12684938.filt_1P.fq	FASTQ	DNA	1270484	186060734	36	146.4	151
SRR12684938.filt_2P.fq	FASTQ	DNA	1270484	177113945	36	139.4	151
SRR12684977.filt_1P.fq	FASTQ	DNA	1445734	212516740	36	147.0	151
SRR12684977.filt_2P.fq	FASTQ	DNA	1445734	209219317	36	144.7	151
SRR12685004.filt_1P.fq	FASTQ	DNA	2057320	292967223	36	142.4	151
SRR12685004.filt_2P.fq	FASTQ	DNA	2057320	287054147	36	139.5	151
SRR1269326.filt_1P.fq	FASTQ	DNA	1844795	393345439	36	213.2	251
SRR1269326.filt_2P.fq	FASTQ	DNA	1844795	383441907	36	207.9	251
SRR1269370.filt_1P.fq	FASTQ	DNA	580529	134565190	36	231.8	251
SRR1269370.filt_2P.fq	FASTQ	DNA	580529	123693378	36	213.1	251
SRR12713728.filt_1P.fq	FASTQ	DNA	1332241	194082877	36	145.7	151
SRR12713728.filt_2P.fq	FASTQ	DNA	1332241	185658012	36	139.4	151
SRR12713729.filt_1P.fq	FASTQ	DNA	1548039	226900005	36	146.6	151
SRR12713729.filt_2P.fq	FASTQ	DNA	1548039	207030710	36	133.7	151
SRR12714011.filt_1P.fq	FASTQ	DNA	1415886	205264375	36	145.0	151
SRR12714011.filt_2P.fq	FASTQ	DNA	1415886	204332859	36	144.3	151
SRR12714025.filt_1P.fq	FASTQ	DNA	1682308	247027296	36	146.8	151
SRR12714025.filt_2P.fq	FASTQ	DNA	1682308	239328152	36	142.3	151
SRR12768102.filt_1P.fq	FASTQ	DNA	987216	144209583	36	146.1	151
SRR12768102.filt_2P.fq	FASTQ	DNA	987216	133455516	36	135.2	151
SRR12781631.filt_1P.fq	FASTQ	DNA	2109554	309097276	36	146.5	151
SRR12781631.filt_2P.fq	FASTQ	DNA	2109554	304240065	36	144.2	151
SRR12781939.filt_1P.fq	FASTQ	DNA	2406436	346483180	36	144.0	151
SRR12781939.filt_2P.fq	FASTQ	DNA	2406436	336391601	36	139.8	151
SRR12781940.filt_1P.fq	FASTQ	DNA	1760826	260504109	36	147.9	151
SRR12781940.filt_2P.fq	FASTQ	DNA	1760826	240253038	36	136.4	151
SRR12781942.filt_1P.fq	FASTQ	DNA	1288787	187987642	36	145.9	151
SRR12781942.filt_2P.fq	FASTQ	DNA	1288787	178624646	36	138.6	151
SRR12781943.filt_1P.fq	FASTQ	DNA	1260860	183839067	36	145.8	151
